relative_path,class,split
train/acetaminophen/acetaminophen_1098d0e7-8202-4018-a2d2-b0c80ee58b56_00337.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_37451478-b961-873b-e063-6394a90a7b4e_00020.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0f0cc40d-7939-4d4d-a931-b4de4070fea1_00157.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0dba1329-5b0d-5688-e054-00144ff8d46c_00176.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_77776146-c6e6-478c-b30e-2b729e758400_00129.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_fc9a6f7e-32c1-9ded-e053-6294a90a9dcc_00264.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_422796ed-7558-f7e8-e063-6294a90ad1c7_00374.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6f7ba256-ed14-5fe0-e053-2a91aa0aacc1_00217.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6c2894df-eeeb-4b22-ab32-8ce1601bfdfa_00389.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ea0f265f-7d64-4731-beda-0bb841dd1ad7_00360.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_40416ff5-06e1-97dd-e063-6394a90a2046_00420.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_52542774-fd05-640c-e054-00144ff8d46c_00189.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7373ad43-0afa-4d21-8afc-a737e9f19290_00430.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0c09a178-1a07-4079-b4a6-d1657cb8e714_00405.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6b3766e6-d0d4-49e0-90da-fc893aef3329_00354.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_790d534a-0f40-495b-a815-67851ac3d20d_00268.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_16272e93-0062-935a-e063-6294a90a0dda_00275.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_eaf3af6a-de5b-43fe-83ff-9641646e0f6b_00361.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_51dca689-e4a0-5526-e054-00144ff88e88_00211.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_eadc80fa-13c3-471a-a22f-6fe7e1ab290f_00263.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_3738d35c-1e83-40df-9292-c54e6b2c8353_00159.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5213ca7f-5a78-6471-e054-00144ff88e88_00184.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_82fa5151-d5ee-4ad8-ba7c-a2df8a09e1a6_00135.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_e0d06ec7-9846-4e04-8660-5fd6b2b8e423_00333.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_9c0f3f1e-25d1-4d73-9cd7-42708aa66dcb_00357.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6286e128-1288-4dc0-b14b-f04a0e2a22f9_00194.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_42321456-d7dd-3b51-e063-6394a90ac292_00326.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_c2c6d6a1-b492-506d-e053-2995a90aac23_00055.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7570aaa2-3238-4cd3-b788-915caa970dba_00220.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_27fa8190-d334-4bb9-b277-d1f44db433e3_00286.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_1d5fee81-6509-0b87-e063-6394a90a3469_00282.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_853012b8-d3b7-78d3-e053-2a91aa0ab0f2_00199.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_3e60703b-a5cf-333a-e063-6394a90a2087_00370.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0670c33e-8a3c-ae00-e063-6294a90a165b_00174.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f395c196-62d7-47ff-b38d-af37adf5980b_00072.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_2cbf7954-b28f-4d7b-b142-6c6c5c58b25d_00417.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_1c0c562a-68dc-4e9a-b8f3-ae70b9a4948e_00409.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f6b3ca40-7638-477f-b800-4c28c40ff0a8_00075.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_d0dd4a75-da65-4c66-b65f-54ee14100846_00203.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_801880b2-6116-4d26-a7bf-a669eef6ad8b_00342.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_bd97e91f-1ae1-379c-e053-2995a90acfdd_00228.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dc56197c-c108-4b35-b791-dde5c3384ddd_00270.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6178987c-1b4f-884f-e053-2a91aa0adf05_00325.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_91063edd-1e7e-41e9-8412-b14ef3749018_00165.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_e1c246a4-7a8c-4761-ab26-13b5165029cc_00108.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_45478958-ad86-4d87-e063-6394a90a3c45_00023.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_fc8f1807-d344-ccc2-e053-6294a90a5089_00239.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_b8a4da0b-e4d3-48e6-b699-cb56c7b67ed7_00383.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_88b68447-b016-4d5b-a5e3-c4ebccb14f8c_00041.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_21181ba7-90e8-41c5-bd49-911ddd1480d3_00117.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_450e8974-8ff8-4b82-e063-6394a90a9366_00247.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_65803fcd-3f5b-4c9d-85a1-2bf03ed6f68d_00290.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f7b304d8-e37c-4ac6-b4a2-1797b92cb832_00318.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_1b579102-9eac-1b2f-e063-6394a90add0a_00350.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_fc9e05a5-ca03-faa2-e053-6294a90a0d58_00265.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dc315218-bdd9-44b4-ab0a-71077fe0a73c_00144.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6cb1d08b-e544-4084-b9ed-1e0d99a709c8_00164.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_645f8075-e33f-4e1a-9249-7368261cdcb9_00035.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_b747cb49-e11b-4dca-90a3-2510b430880b_00200.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_2f757cde-2604-4ca4-b54e-e444f3757cdd_00341.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_687c82eb-0a0a-44d1-8283-21a2deb4c1f7_00426.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5278a128-41ec-4494-e054-00144ff8d46c_00192.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_1d9fa7ec-a509-28b2-e063-6294a90a7831_00179.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_d11a7412-a543-0e34-e053-2995a90afd63_00058.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_a482e715-bec0-44a4-bb0e-ea5f5fda558e_00439.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_cce09e09-158f-4927-8a3e-4ec9334f0b7a_00347.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ea5b9ffe-3cda-405e-8f75-3fd4a64c9a35_00114.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_392a846e-7325-462d-b19b-8afda44c5cb0_00322.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_457180c9-87ea-5b52-e063-6294a90a7e9d_00161.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_76d62892-615d-4744-95aa-3be1207a0e57_00293.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_852e5822-9bc0-06ed-e053-2a91aa0a5f1b_00198.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_c24b9489-208c-472b-8ae5-c6e86c12e04d_00443.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_8c821671-dc68-4e27-aa87-b4e45ade9817_00433.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ce658dd5-b683-436e-b16b-0c06f6f87fd9_00229.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f6401b58-8cf8-4067-e053-2995a90a68fc_00074.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_04dc3835-64be-d9e4-e063-6394a90a8599_00242.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_95203001-7ca6-4513-83a3-9ef17855bc0f_00137.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_860c4e94-1d1a-4f74-a14a-35f86f4523c4_00038.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_27fa8190-d334-4bb9-b277-d1f44db433e3_00284.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_44fb9958-d771-f4b3-e063-6294a90a9135_00246.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_4a16cf4a-49fe-453d-bff4-529469e77044_00287.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_3e61abe4-b4be-01af-e063-6394a90a8b24_00371.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dd7da15a-4e0b-405f-e053-2995a90a06d2_00231.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0dba1329-5b0d-5688-e054-00144ff8d46c_00175.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_333e170e-52cd-4218-8d15-0bf3c5c75cb9_00158.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_030d9bca-a934-6ef9-e063-6394a90a8277_00273.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_b670a898-2360-76e2-e053-2a95a90a3380_00401.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_277363f4-1c00-ddb7-e063-6294a90a4677_00122.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ac74be47-30f0-418b-bd07-502feaa9723f_00141.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_e51fc0d6-9b32-478c-bab7-328013e692b0_00235.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f6c73f61-f4fc-377f-e053-6294a90a3797_00238.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_157fd0d2-aa54-406c-bcdb-dad531de3ce7_00005.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_9d75ad3b-bc9b-0c22-e053-2a95a90ac71e_00299.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_24894484-b834-4b2f-b365-c95b5e30d8bf_00119.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_8714d4e6-3a3b-48c8-8ac1-51b933a2ceac_00343.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_c3b7fab1-f7fe-41be-a1c4-7ba4ba23c159_00444.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6c2894df-eeeb-4b22-ab32-8ce1601bfdfa_00388.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_bb24c298-1d00-4378-8de3-b4056220fa75_00167.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_bb24c298-1d00-4378-8de3-b4056220fa75_00168.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7650c4bc-9dad-dde0-e053-2a91aa0aa20b_00197.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_b1b9e0da-2c54-8b31-e053-2995a90a690b_00052.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_45a18fad-ad4e-3a1b-e063-6394a90a23cf_00024.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_52542774-fd05-640c-e054-00144ff8d46c_00188.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ec57c15e-cb6d-44a9-e053-2a95a90ae774_00314.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_157fd0d2-aa54-406c-bcdb-dad531de3ce7_00004.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_72babe91-2586-4f05-ae90-6debfd23aa5d_00249.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5505217a-9679-4668-bdab-5d4553a47c56_00288.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_643e929d-9e62-4260-91ee-e88a184dd7cd_00425.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_1e903034-942e-4c6e-9f96-eb097c266580_00283.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_febabad6-0bf0-a3f8-e053-6294a90a3aeb_00266.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_75520b77-d40b-4f43-b92a-7a3eba5b493f_00128.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f9b8dbe1-7ff9-4320-850c-6e86e98d4393_00154.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_33e1bec0-323b-40b7-809a-cb65a71ad0ce_00418.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_28f41696-7d67-436e-aa33-86d8ba82efd7_00415.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dc315218-bdd9-44b4-ab0a-71077fe0a73c_00145.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_79bb61d7-8836-4ce7-91bc-9463efbad9cf_00295.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_45a18fad-ad4e-3a1b-e063-6394a90a23cf_00026.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_4c813cd5-2c97-4fc3-926c-1a0396551a31_00085.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_cd3a7094-ddb5-4583-a1bc-dc6ce280418c_00057.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_66e184cd-fa32-431f-b843-9c4bea12593b_00330.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7f0f8b3c-c226-4a3a-af46-a708f345e4f5_00130.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7f0f8b3c-c226-4a3a-af46-a708f345e4f5_00134.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_20ae92d9-fbc6-5b7a-e063-6294a90a15c3_00208.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_36ad34f4-4e66-f371-e063-6394a90ae76a_00126.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_d6d47af8-5f8c-4c8c-a8c6-aa214ec23bca_00105.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5278a128-41ec-4494-e054-00144ff8d46c_00190.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_2256623c-7642-4c39-b022-bfaecc861f1c_00351.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_513ca24f-1262-4a2d-e054-00144ff8d46c_00183.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_04f2c3ed-4bcf-4b6a-b8fb-0aa6ecb3dca2_00205.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_b1b7c7fc-1068-f486-e053-2a95a90a8e8c_00051.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_e45830a0-c884-e556-e053-2995a90ab565_00061.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_e4f3f906-2252-21d1-e053-2a95a90a85df_00234.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f395c196-62d7-47ff-b38d-af37adf5980b_00071.jpg,acetaminophen,train
